Season,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_href,Weight,College,Height,Lg
2020-21,AUS,14,10,158,5,8.4,0.595,0,0,0,5,8.4,0.595,0.7,0.7,1,2.1,5.9,8,2.3,0,1.6,3,5.9,11.4,/gleague/players/k/kelleky01d.html,NA,Oregon State,NA,G-League
2019-20,FOR,16,0,209,7.2,18.4,0.393,0.7,2.2,0.308,6.5,16.2,0.404,0.7,1.4,0.5,0.5,2.2,2.8,5.5,1,0.2,5.2,3.8,16.4,/gleague/players/k/kelletr01d.html,187,South Carolina,72,G-League
2016-17,MAI,8,4,281,7.9,15.6,0.508,1.8,5,0.359,6.1,10.6,0.578,5.6,7.6,0.746,0.5,9.6,10.1,2.9,0.6,2.2,1.9,2.9,23.3,/gleague/players/k/kellyry01d.html,230,Duke,83,G-League
2018-19,TOT,22,6,463,6.7,17.4,0.384,1.4,5.8,0.243,5.3,11.7,0.453,2.4,3.7,0.66,1,2.6,3.6,2.5,1.9,0.3,3.5,3.7,17.2,/gleague/players/k/kendlti01d.html,NA,Morgan State,NA,G-League
2017-18,GRR,1,1,40,6.3,11.7,0.538,1.8,3.6,0.5,4.5,8.1,0.556,9,9.9,0.909,0.9,2.7,3.6,2.7,3.6,0,1.8,1.8,23.4,/gleague/players/k/kennalu01d.html,NA,Duke,NA,G-League
2018-19,GRR,1,1,24,10.5,19.5,0.538,7.5,12,0.625,3,7.5,0.4,12,15,0.8,0,7.5,7.5,7.5,0,0,1.5,3,40.5,/gleague/players/k/kennalu01d.html,NA,Duke,NA,G-League
2016-17,RIO,14,1,56,3.9,14.1,0.273,0,5.8,0,3.9,8.4,0.462,3.9,5.8,0.667,1.9,5.1,7.1,2.6,0.6,0.6,3.2,6.4,11.6,/gleague/players/k/kennema01d.html,NA,None,NA,G-League
2016-17,WES,4,0,48,3.7,5.2,0.714,0,0,0,3.7,5.2,0.714,3.7,6.8,0.556,3,2.3,5.2,0.7,0,0,1.5,7.5,11.3,/gleague/players/k/kentan01d.html,NA,Ball State,NA,G-League
2019-20,TOT,18,1,176,1.8,6.1,0.3,0.2,1.4,0.143,1.6,4.7,0.348,0.4,1.2,0.333,3.9,3.3,7.2,1.8,1,0.2,1.8,3.7,4.7,/gleague/players/k/kenyoma01d.html,175,None,77,G-League
2020-21,DBC,12,1,147,4.9,12.5,0.392,1.5,5.1,0.286,3.4,7.3,0.467,1,1.5,0.667,1.7,4.4,6.1,3.2,2.4,2.4,1,3.9,12.7,/gleague/players/k/keybr01d.html,225,Virginia,80,G-League
2018-19,TOT,28,0,489,4.6,12,0.387,0.9,3.8,0.231,3.8,8.2,0.459,1.8,2.3,0.774,0.7,3.6,4.3,1.3,1,0.6,1.5,3.1,11.9,/gleague/players/k/kilgojo01d.html,NA,None,NA,G-League
2018-19,DBC,2,0,4,9,18,0.5,9,9,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,/gleague/players/k/kilole01d.html,NA,None,NA,G-League
2018-19,"NAS",41,39,1304,6.1,12.8,0.479,2.5,5.8,0.433,3.6,7,0.518,2.8,3.4,0.82,0.7,5.4,6,2.8,1.1,0.6,3,2.8,17.5,/gleague/players/k/kingge01d.html,NA,Colorado,NA,G-League
2019-20,GRR,31,22,883,7.2,17.2,0.418,2,5.8,0.336,5.3,11.4,0.461,1.7,2.1,0.808,1.7,5.1,6.8,3.7,1.8,0.6,2.9,3.8,18.9,/gleague/players/k/kinglo01d.html,205,Oregon,79,G-League
2020-21,WES,15,13,483,5.6,10.8,0.517,1.9,4.2,0.456,3.7,6.6,0.557,1.3,1.6,0.81,1.1,4.3,5.4,3.3,1.8,0.5,2,4,15.3,/gleague/players/k/kinglo01d.html,205,Oregon,79,G-League
2018-19,MAI,33,0,591,7.1,14.9,0.473,1,4.1,0.235,6.1,10.8,0.565,1.9,3,0.653,2.1,7.7,9.9,2.9,1.1,0.4,2.1,2.4,17.1,/gleague/players/k/kingni02d.html,NA,Middle Tennessee,NA,G-League
2017-18,ACC,9,0,93,3.5,8.5,0.409,1.5,4.6,0.333,1.9,3.9,0.5,1.2,3.5,0.333,1.9,7.7,9.7,0.8,0.4,1.2,2.3,4.3,9.7,/gleague/players/k/kingta01d.html,230,None,80,G-League
2019-20,AUS,25,0,366,3.1,8.4,0.376,0.7,2.4,0.292,2.5,6,0.41,1.7,2.2,0.773,0.7,4.3,5,5.5,2.1,0.3,3,6.1,9.6,/gleague/players/k/kingte01d.html,205,None,74,G-League
2019-20,WES,26,2,307,5.3,13.3,0.398,1.3,4.6,0.282,4,8.7,0.459,1.2,1.5,0.769,0.5,6.6,7,1.9,0.7,0.4,1.6,2.5,14.2,/gleague/players/k/kingvj01d.html,210,Louisville,78,G-League
2018-19,RIO,2,2,46,8.6,20.3,0.423,5.5,14.1,0.389,3.1,6.3,0.5,0.8,0.8,1,0,1.6,1.6,6.3,0.8,0,6.3,2.3,23.5,/gleague/players/k/knighbr02d.html,NA,Kentucky,NA,G-League
2018-19,CGG,3,0,8,4.5,13.5,0.333,4.5,4.5,1,0,9,0,0,0,0,9,0,9,0,0,0,4.5,4.5,13.5,/gleague/players/k/kobetol01d.html,NA,None,NA,G-League
2017-18,GRR,47,14,995,6.1,14.4,0.421,3.6,9,0.403,2.5,5.5,0.45,0.9,1.1,0.8,0.3,3,3.3,2.2,0.9,0.1,2.2,2.6,16.6,/gleague/players/k/koenibr01d.html,194,Wisconsin,75,G-League
2019-20,EBH,18,0,279,4.1,13.4,0.308,2.8,9.3,0.306,1.3,4.1,0.313,0.8,0.9,0.857,0.3,3.1,3.4,3.2,1.2,0.4,2.6,4.3,12.3,/gleague/players/k/koenibr01d.html,194,Wisconsin,75,G-League
2019-20,RAP,18,0,137,9.2,16.6,0.556,1.8,5,0.368,7.4,11.6,0.636,1.1,1.6,0.667,4.7,5.3,10,1.3,1.6,1.6,3.7,5.8,22.3,/gleague/players/k/konatsa01d.html,250,West Virginia,80,G-League
2019-20,MEM,20,20,582,6.2,10.9,0.568,1.1,3.4,0.327,5.1,7.5,0.678,0.9,1.4,0.682,3,7.5,10.5,5.2,2.2,0.9,1.4,3,15,/gleague/players/k/konchjo01d.html,210,Purdue-Fort Wayne,77,G-League
2019-20,OKL,3,0,42,4.3,9.4,0.455,1.7,2.6,0.667,2.6,6.9,0.375,0.9,1.7,0.5,0.9,1.7,2.6,3.4,0.9,0,2.6,6,12,/gleague/players/k/koneba01d.html,NA,None,NA,G-League
2017-18,DEL,9,9,287,6.1,17.6,0.35,1.8,9,0.194,4.4,8.5,0.515,3.4,4.3,0.794,1,4.8,5.8,3.6,1.4,0.6,2.4,2.3,17.4,/gleague/players/k/korkmfu01d.html,NA,None,NA,G-League
2017-18,WES,36,35,1168,6.6,13.6,0.489,2.8,6.4,0.44,3.8,7.2,0.532,1.7,2.1,0.812,1.3,5.5,6.8,2.8,0.8,1.8,1.6,2.3,17.8,/gleague/players/k/kornelu01d.html,250,Vanderbilt,86,G-League
2018-19,WES,11,11,358,7.4,14.5,0.514,3.2,6.6,0.485,4.2,7.8,0.538,2.7,3.7,0.73,0.9,8.8,9.8,4,0.9,2.5,2.7,2.9,20.8,/gleague/players/k/kornelu01d.html,250,Vanderbilt,86,G-League
2019-20,DBC,33,23,872,6.4,10.2,0.63,0,0,0,6.4,10.2,0.63,1.5,2.2,0.679,5.3,9.7,15,1,0.8,5.6,2.3,4.5,15.4,/gleague/players/k/koumach01d.html,270,Florida State,88,G-League
2019-20,"NAS",15,1,217,6.3,14.1,0.447,2.5,8,0.313,3.8,6.1,0.622,3,4,0.75,2.2,5.6,7.8,1.2,1.3,0.2,4.3,5.3,20.4,/gleague/players/k/krameda01d.html,185,None,76,G-League
2016-17,WES,2,0,28,5.1,10.3,0.5,1.3,2.6,0.5,3.9,7.7,0.5,9,11.6,0.778,0,6.4,6.4,2.6,2.6,0,1.3,1.3,20.6,/gleague/players/k/kromala01d.html,NA,None,NA,G-League
2020-21,GLI,13,13,426,6.1,15.7,0.387,1.4,5.5,0.246,4.7,10.2,0.463,2.5,4.1,0.625,1.3,6.6,7.9,3,1.1,0.9,2.9,2.3,17.4,/gleague/players/k/kuminjo01d.html,NA,None,NA,G-League
2018-19,LIN,4,3,84,5.6,15,0.371,1.7,5.6,0.308,3.9,9.4,0.409,3.4,3.4,1,3.4,6.4,9.9,3.4,2.6,1.7,3.4,3.9,16.3,/gleague/players/k/kurucro01d.html,210,None,81,G-League
2019-20,LIN,9,8,225,6.6,13.3,0.494,1.9,6.7,0.286,4.6,6.6,0.707,0.6,1.8,0.364,1.4,6.6,8,4.2,1.4,1.1,3.7,5.1,16,/gleague/players/k/kurucro01d.html,210,None,81,G-League
2016-17,SLS,26,3,389,3.5,8.1,0.437,0,0.3,0,3.5,7.8,0.452,0.8,1.8,0.474,3.6,5.8,9.4,1.1,0.7,0.9,1.5,3,7.9,/gleague/players/k/kysermi01d.html,210,Louisiana Tech,81,G-League
2019-20,LKL,41,23,1077,5.1,10.3,0.498,0.9,2.6,0.333,4.2,7.7,0.555,0.7,1.1,0.606,3.1,5,8.1,2.1,0.7,2.2,1.6,2.5,12.3,/gleague/players/k/kysermi01d.html,210,Louisiana Tech,81,G-League
2016-17,REN,17,17,527,6.9,15.1,0.457,0.3,2,0.167,6.6,13,0.503,3.1,4.4,0.708,3.3,5.5,8.8,1.3,1,1.5,2.9,5.1,17.3,/gleague/players/l/labissk01d.html,NA,None,NA,G-League
2017-18,REN,2,2,70,11.3,15.9,0.71,1,1.5,0.667,10.3,14.4,0.714,5.1,8.7,0.588,5.7,10.3,15.9,2.1,0.5,5.1,4.1,2.6,28.8,/gleague/players/l/labissk01d.html,NA,None,NA,G-League
2020-21,WES,9,0,106,6.1,13.6,0.45,0.3,1.7,0.2,5.8,11.9,0.486,2.7,2.7,1,2.7,5.8,8.5,0.7,0.7,2.4,1.7,6.1,17.3,/gleague/players/l/labissk01d.html,NA,None,NA,G-League
2019-20,WIS,36,10,612,3.5,7.8,0.447,2.3,5.2,0.443,1.2,2.6,0.455,0.5,0.6,0.8,0.9,3.5,4.4,3.2,0.8,0.2,1.2,2.2,9.9,/gleague/players/l/laceytr01d.html,208,None,75,G-League
2020-21,TOT,12,6,260,7.1,13.7,0.515,2.5,6.5,0.383,4.6,7.2,0.635,1,1.5,0.636,3.2,6.1,9.3,3.5,1.5,1.5,1.5,4,18.6,/gleague/players/l/lamban01d.html,NA,Vermont,NA,G-League
2016-17,WES,42,29,1178,5.7,12.6,0.457,1.6,4.1,0.378,4.2,8.4,0.496,2.5,3,0.847,1.1,3.1,4.2,2,1.1,0.1,1.7,3.1,15.6,/gleague/players/l/lambdo01d.html,210,Kentucky,76,G-League
2019-20,MAI,7,4,166,6.1,14.1,0.431,1.1,5,0.217,5,9.1,0.548,1.7,2.2,0.8,1.1,3,4.1,2,0.7,2.2,2.6,2.8,16,/gleague/players/l/langfro01d.html,216,Indiana,76,G-League
2019-20,LKL,2,0,14,5.1,12.9,0.4,0,0,0,5.1,12.9,0.4,2.6,2.6,1,2.6,5.1,7.7,0,2.6,5.1,5.1,10.3,15.4,/gleague/players/l/lardca01d.html,NA,None,NA,G-League
2019-20,ACC,24,8,472,5.5,15.8,0.348,2,6.7,0.295,3.5,9.1,0.387,0.5,0.7,0.667,1.3,2.9,4.2,1.4,1.4,0.4,1.9,2.1,13.9,/gleague/players/l/larrite01d.html,195,UConn,80,G-League
2016-17,TEX,19,15,517,6.2,11.4,0.546,1.3,3,0.419,4.9,8.4,0.592,2,2.8,0.725,3.1,6.2,9.3,1.4,1.3,4.3,1.9,4.5,15.7,/gleague/players/l/lasmest01d.html,215,UMass,80,G-League
2018-19,TOT,39,7,556,4.1,7.7,0.529,0.1,0.6,0.2,3.9,7.1,0.56,2,2.5,0.816,5.2,7.4,12.6,1.4,1.6,2.3,2.4,5.8,10.3,/gleague/players/l/lattikh01d.html,NA,None,NA,G-League
2016-17,MAI,37,25,637,3.7,5.8,0.637,0,0.1,0,3.7,5.7,0.644,1.2,1.6,0.724,3.4,6.4,9.8,1.1,0.7,3.2,1.9,4.3,8.5,/gleague/players/l/laudeda01d.html,NA,Ohio State,NA,G-League
2018-19,MAI,29,27,536,4,5.5,0.72,0,0,0,4,5.5,0.72,0.7,1.8,0.37,3,5.7,8.7,1.7,0.3,2.7,1.5,4.2,8.6,/gleague/players/l/laudeda01d.html,NA,Ohio State,NA,G-League
2017-18,ACC,1,0,1,0,72,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,36,0,/gleague/players/l/laudeth01d.html,NA,None,NA,G-League
2016-17,TOT,38,6,799,7.1,15.5,0.459,0.5,1.8,0.244,6.7,13.7,0.488,4.1,6.5,0.621,3.6,7.4,10.9,2.6,0.7,0.9,2.5,3.3,18.7,/gleague/players/l/lauryda01d.html,245,Iona,81,G-League
2019-20,"NAS",38,26,885,5,10.9,0.459,1.7,5,0.352,3.3,5.9,0.548,1.2,1.6,0.725,1.1,4.8,6,3.5,1.2,0.8,3,2.6,13.8,/gleague/players/l/lawrean01d.html,210,None,79,G-League
2020-21,FOR,3,0,34,3.2,12.7,0.25,2.1,8.5,0.25,1.1,4.2,0.25,0,0,0,1.1,8.5,9.5,2.1,2.1,1.1,2.1,2.1,8.5,/gleague/players/l/lawrean01d.html,210,None,79,G-League
2019-20,AUS,42,15,1124,7.3,13.7,0.532,1.9,5.5,0.335,5.4,8.1,0.665,1.2,1.6,0.78,3.8,7,10.9,2,1.2,1.4,1.5,2.8,18.4,/gleague/players/l/lawsode01d.html,235,Kansas,81,G-League
2019-20,LKL,33,33,1153,7.8,15.8,0.496,2.3,5.8,0.401,5.5,10,0.552,1.3,1.5,0.894,1.7,6.6,8.3,3,1.1,0.7,2.2,2.7,20.3,/gleague/players/l/lawvi01d.html,201,Northwestern,79,G-League
2016-17,WCB,8,8,267,7.1,16.9,0.424,1.6,7.1,0.226,5.5,9.7,0.569,3.4,4,0.833,1.3,5.1,6.5,2.2,1.8,0.8,2.3,2.2,19.3,/gleague/players/l/laymaja01d.html,NA,Maryland,NA,G-League
2017-18,FOR,3,3,98,11.4,19.8,0.574,2.6,4.8,0.538,8.8,15.1,0.585,0.4,1.1,0.333,4.8,4.4,9.2,0.4,0.4,0.4,1.5,2.2,25.7,/gleague/players/l/leaftj01d.html,NA,UCLA,NA,G-League
2018-19,ACC,50,45,1475,5.7,12.5,0.455,2.7,6.6,0.405,3.1,6,0.51,2.8,3.3,0.858,0.4,2.2,2.6,5,1,0,2.1,2.3,16.9,/gleague/players/l/lecomma01d.html,NA,None,NA,G-League
2019-20,"NAS",33,23,877,6.9,16.8,0.412,1,4.8,0.216,5.9,12.1,0.49,1.9,3.2,0.603,0.9,3.5,4.5,4.8,1,0.3,4,3.9,18.2,/gleague/players/l/lecquja01d.html,190,None,75,G-League
2020-21,FOR,14,14,424,6,15.5,0.388,1.5,5.9,0.261,4.5,9.7,0.465,2,3.2,0.605,1.1,3.1,4.2,3.8,1.3,0.3,2.7,3.1,17,/gleague/players/l/lecquja01d.html,190,None,75,G-League
2016-17,AUS,38,0,732,6.3,12.3,0.516,3.6,7.5,0.484,2.7,4.8,0.567,1.5,1.8,0.861,0.4,3.1,3.5,4.1,2,0.3,2.8,4.4,17.9,/gleague/players/l/ledbeje01d.html,195,Idaho,75,G-League
2017-18,AUS,44,0,1062,5.4,13.4,0.405,3.4,9.4,0.366,2,4,0.496,2.4,2.7,0.888,0.7,3.8,4.5,5.5,2.2,0.1,3.3,3.2,16.7,/gleague/players/l/ledbeje01d.html,195,Idaho,75,G-League
2018-19,AUS,19,0,456,6.5,15.6,0.414,4.1,11.5,0.356,2.4,4.1,0.577,3.3,3.6,0.933,0.9,3.9,4.9,5.1,1.4,0.2,3.7,3.8,20.4,/gleague/players/l/ledbeje01d.html,195,Idaho,75,G-League
2019-20,AUS,38,0,750,4.7,11.7,0.398,3.4,9.2,0.365,1.3,2.5,0.519,1.2,1.5,0.806,0.4,3.7,4.1,5.4,2.4,0.3,2.3,4,14.4,/gleague/players/l/ledbeje01d.html,195,Idaho,75,G-League
2017-18,WIS,17,14,575,6.1,15.3,0.396,2.5,7.5,0.333,3.6,7.8,0.456,1.7,1.8,0.964,0.9,6.1,6.9,2.9,1.8,0,2.1,1.3,16.3,/gleague/players/l/ledori01d.html,195,None,79,G-League
2018-19,WES,1,1,32,7.9,23.6,0.333,1.1,10.1,0.111,6.8,13.5,0.5,1.1,1.1,1,0,7.9,7.9,3.4,1.1,0,3.4,3.4,18,/gleague/players/l/leeco01d.html,NA,Western Kentucky,NA,G-League
2016-17,MAI,16,16,544,6.2,13,0.472,2.7,5.8,0.466,3.4,7.2,0.477,3.8,4.7,0.817,0.9,5.7,6.6,3.6,1.1,0.4,2.1,2.5,18.9,/gleague/players/l/leeda01d.html,210,Louisville,77,G-League
2017-18,SAN,38,13,1129,6.3,14,0.454,1.6,5.2,0.305,4.8,8.7,0.544,4.8,5.3,0.915,1,4.9,6,3.2,1.8,0.2,2.8,2.7,19.1,/gleague/players/l/leeda01d.html,210,Louisville,77,G-League
2018-19,SAN,24,24,756,8,16.9,0.475,2.3,5.9,0.398,5.7,11,0.515,4.8,5.8,0.828,0.9,6,6.9,2.6,1.6,0,2,2.3,23.1,/gleague/players/l/leeda01d.html,210,Louisville,77,G-League
2017-18,HAW,11,0,95,3.4,9.1,0.375,1.9,6.4,0.294,1.5,2.7,0.571,1.9,3,0.625,1.5,2.3,3.8,4.5,0.4,0,2.7,5.3,10.6,/gleague/players/l/leeda02d.html,205,None,76,G-League
2018-19,SFL,19,5,398,6,8,0.75,0,0.1,0,6,7.9,0.759,2.4,3.7,0.659,3.4,7.6,11,1.3,1.3,1.4,2.6,4.8,14.4,/gleague/players/l/leema02d.html,225,California,83,G-League
2019-20,SFL,42,21,1045,7.1,9.7,0.73,0,0,0,7.1,9.7,0.73,0.9,1.8,0.5,3.4,7.4,10.8,2.1,1.2,2.3,1.8,4.4,15.8,/gleague/players/l/leema02d.html,225,California,83,G-League
2017-18,SAN,5,0,42,3.4,11.1,0.308,1.7,5.1,0.333,1.7,6,0.286,1.7,1.7,1,0.9,1.7,2.6,0.9,2.6,0,4.3,2.6,10.3,/gleague/players/l/leera01d.html,NA,None,NA,G-League
2018-19,WOL,32,10,541,4.8,11.4,0.421,1.2,4.5,0.265,3.6,6.9,0.524,1,1.4,0.714,2.1,8.1,10.2,0.7,0.9,1.5,1.4,3.6,11.8,/gleague/players/l/leewi01d.html,NA,Alabama-Birmingham,NA,G-League
2016-17,TOT,13,0,106,5.1,14.6,0.349,0.7,6.1,0.111,4.4,8.5,0.52,0.3,1.4,0.25,1.4,5.4,6.8,1,2.4,1,2,2,11.2,/gleague/players/l/lemonst01d.html,NA,None,NA,G-League
2017-18,CAN,5,0,30,6,15.6,0.385,3.6,8.4,0.429,2.4,7.2,0.333,2.4,2.4,1,2.4,2.4,4.8,2.4,1.2,0,0,2.4,18,/gleague/players/l/lemonst01d.html,NA,None,NA,G-League
2017-18,FOR,40,40,1464,8.8,17.8,0.494,1,3.3,0.313,7.8,14.5,0.535,3.3,4.4,0.768,0.7,3.9,4.6,6,2,0.2,3.1,2.5,22,/gleague/players/l/lemonwa01d.html,180,Bradley,75,G-League
2018-19,TOT,43,41,1458,9.2,18.7,0.491,0.9,3.2,0.29,8.2,15.5,0.533,2.9,4,0.72,0.6,4.4,5,8.6,1.9,0.2,4,3.1,22.2,/gleague/players/l/lemonwa01d.html,180,Bradley,75,G-League
2019-20,FOR,39,36,1391,8.3,18.3,0.451,1.3,3.1,0.405,7,15.2,0.461,1.7,2.7,0.65,0.6,3.8,4.4,6.7,1.6,0.2,3.9,3,20.5,/gleague/players/l/lemonwa01d.html,180,Bradley,75,G-League
2017-18,OKL,48,11,1039,4.5,11.5,0.393,3.1,8.6,0.359,1.5,2.9,0.494,1.8,2.2,0.841,0.9,6.2,7.1,0.9,1,0.3,1,2.4,14,/gleague/players/l/leonju01d.html,206,None,80,G-League
2018-19,OKL,46,5,888,4.3,11.1,0.387,2.4,7.6,0.316,1.9,3.5,0.54,1.5,2.3,0.661,1.1,5.4,6.5,1.3,0.6,0.2,1.3,3.1,12.5,/gleague/players/l/leonju01d.html,206,None,80,G-League
2016-17,RAP,45,19,938,7.8,14.3,0.543,0.7,2.1,0.315,7.1,12.2,0.582,3.5,5.8,0.6,3.3,7.1,10.4,2.6,1.2,0.8,3.1,4,19.6,/gleague/players/l/leslicj01d.html,NA,NC State,NA,G-League
2018-19,TEX,10,4,189,5.1,14.3,0.36,0.6,4.2,0.136,4.6,10.1,0.453,2.5,4.2,0.591,3.8,4.8,8.6,1.3,1.1,1,2.1,4,13.3,/gleague/players/l/leslicj01d.html,NA,NC State,NA,G-League
2016-17,FOR,48,15,1355,7.3,14.7,0.495,1.6,4.5,0.363,5.7,10.2,0.553,1.5,1.9,0.789,2.5,5.3,7.9,2.8,1.3,0.4,1.9,2.9,17.7,/gleague/players/l/leslitr01d.html,205,Georgia,76,G-League
2017-18,WIS,49,16,1370,4.3,9.5,0.455,1.4,3.5,0.394,3,6.1,0.489,1.8,2.1,0.85,0.4,2.6,3,5.8,1.9,0.2,3.5,3.3,11.8,/gleague/players/l/lewisje01d.html,171,VCU,72,G-League
2016-17,RIO,14,0,192,4.1,11.3,0.367,2.6,7.5,0.35,1.5,3.7,0.4,1.1,1.1,1,0.7,3.9,4.7,2.1,1.7,0.6,0.7,3.7,12,/gleague/players/l/lewisju01d.html,190,None,75,G-League
2017-18,RIO,43,28,860,6.4,13.8,0.468,1.9,6.2,0.302,4.6,7.5,0.606,2,2.7,0.734,1.3,4,5.2,2.3,1.8,0.3,1.9,3.4,16.7,/gleague/players/l/lewisju01d.html,190,None,75,G-League
2018-19,STK,5,0,53,0.7,5.4,0.125,0.7,2.7,0.25,0,2.7,0,0,0,0,1.4,5.4,6.8,2,0,0,0,6.8,2,/gleague/players/l/lewisju01d.html,190,None,75,G-League
2018-19,SLS,14,0,316,6.2,16.6,0.37,3.6,10.4,0.352,2.5,6.3,0.4,4.1,5.1,0.8,0.6,1.9,2.5,3.9,0.7,0.1,2.3,3.4,20.1,/gleague/players/l/lewistr01d.html,NA,Louisville,NA,G-League
2018-19,SFL,25,21,790,4.2,10,0.42,2.5,6.4,0.383,1.7,3.6,0.487,1.5,2.2,0.653,0.5,4.9,5.4,6.2,1.4,0.6,3.5,2.6,12.3,/gleague/players/l/liggide01d.html,204,Kentucky,78,G-League
2018-19,GRR,15,6,351,6.6,15,0.438,2.4,7.9,0.299,4.2,7.1,0.594,0.7,1.5,0.467,0.7,5,5.7,1.1,1.2,0.2,1.5,4.3,16.2,/gleague/players/l/lindssc01d.html,210,Northwestern,77,G-League
2019-20,EBH,30,10,670,6.3,14.1,0.447,2.8,7.7,0.368,3.4,6.3,0.542,0.9,0.9,0.941,1,4.9,5.9,2.7,1.6,0.4,2.3,4.1,16.8,/gleague/players/l/lindssc01d.html,210,Northwestern,77,G-League
2020-21,SAN,9,8,281,7.2,14.2,0.505,2.6,6,0.426,4.6,8.2,0.563,3.7,4.2,0.879,0.4,3.3,3.7,7.4,1.2,0.6,4.2,2.3,22.8,/gleague/players/l/linje01d.html,200,Harvard,75,G-League
2018-19,GRR,24,11,608,7.1,17.5,0.405,1.5,6.1,0.252,5.6,11.4,0.487,3.1,4.1,0.757,1.1,3.3,4.4,3,1.7,0.1,3.1,2,18.9,/gleague/players/l/loftoza01d.html,NA,New Mexico State,NA,G-League
2016-17,DEL,39,36,1149,9.8,18.4,0.536,0.3,1.4,0.217,9.5,16.9,0.563,4.7,6.8,0.691,5.2,8.4,13.6,1.9,0.7,1.6,3.6,4.3,24.7,/gleague/players/l/longsh01d.html,NA,Louisiana,NA,G-League
2017-18,DEL,33,18,744,9.2,16.3,0.567,0.6,1.4,0.429,8.7,15,0.579,4.2,6.5,0.649,4.4,7.9,12.2,2.3,1.4,2.3,3.6,5.2,23.3,/gleague/players/l/longsh01d.html,NA,Louisiana,NA,G-League
2016-17,SAN,4,1,79,10.5,18.7,0.561,0,1.4,0,10.5,17.3,0.605,2.3,5.5,0.417,9.1,11.4,20.5,0.9,1.8,1.8,0.5,5,23.2,/gleague/players/l/looneke01d.html,222,UCLA,81,G-League
2016-17,DEL,38,2,567,5.7,9.1,0.629,0,0.1,0,5.7,9,0.634,2.6,4.1,0.641,3,5.9,8.9,2.7,0.8,1.3,3,4.6,14,/gleague/players/l/lopezca01d.html,NA,UNLV,NA,G-League
2017-18,DEL,1,0,4,0,9,0,0,0,0,0,9,0,0,0,0,9,9,18,9,0,0,0,18,0,/gleague/players/l/lopezca01d.html,NA,UNLV,NA,G-League
2017-18,DEL,29,3,510,4,10.8,0.373,3,8,0.372,1.1,2.8,0.375,1.5,1.9,0.778,1.4,3.9,5.3,2.2,0.8,0.7,2.1,4.2,12.5,/gleague/players/l/lovinma01d.html,220,Ohio State,80,G-League
2018-19,ACC,33,17,551,3.9,10.2,0.378,2,6.8,0.298,1.8,3.4,0.538,1,1.2,0.842,1.7,5.4,7.1,1.4,0.7,1,1.4,4.1,10.8,/gleague/players/l/lovinma01d.html,220,Ohio State,80,G-League
2016-17,FOR,49,19,1391,6.5,15,0.436,1.7,5,0.342,4.8,10,0.483,4.4,5,0.871,1.3,4,5.3,5,1.2,0.4,2.2,4.1,19.2,/gleague/players/l/loydjo01d.html,NA,Furman,NA,G-League
2018-19,RAP,41,40,1454,7.6,15.8,0.481,2.2,6.1,0.367,5.4,9.8,0.552,5.4,6.3,0.862,1.1,4.8,5.8,6,1.8,0.3,2.5,3.4,22.9,/gleague/players/l/loydjo01d.html,NA,Furman,NA,G-League
2016-17,TOT,48,24,1497,7.2,16.4,0.442,1.7,4.3,0.404,5.5,12.1,0.455,4.6,5.3,0.873,0.6,3.8,4.5,5.8,1.1,0,2.6,2,20.8,/gleague/players/l/lucaska01d.html,195,Michigan State,73,G-League
2018-19,TOT,38,24,1107,9.9,22,0.449,3,7.1,0.42,6.9,14.8,0.463,4.3,5.3,0.809,1.1,3.5,4.6,6.6,1.2,0.1,2.9,2.4,27,/gleague/players/l/lucaska01d.html,195,Michigan State,73,G-League
2018-19,HAW,42,21,861,4,7.9,0.511,0.7,2.6,0.27,3.3,5.2,0.632,1.5,2,0.75,1.3,3.8,5.1,1.6,1,0.1,1.5,4.6,10.2,/gleague/players/l/lumpksa01d.html,220,None,78,G-League
2019-20,CPK,32,21,546,3,6.5,0.459,1.1,3.2,0.333,1.9,3.3,0.58,0.3,0.7,0.5,1.2,3.5,4.7,1.9,1.1,0.3,1.5,5.3,7.6,/gleague/players/l/lumpksa01d.html,220,None,78,G-League
2016-17,DEL,3,3,81,4.4,10.7,0.417,1.3,2.7,0.5,3.1,8,0.389,3.6,4,0.889,0,5.3,5.3,3.6,2.2,0.4,3.6,4.4,13.8,/gleague/players/l/luwawti01d.html,210,None,79,G-League
2019-20,LIN,9,9,304,8.1,17.8,0.453,2.3,7.3,0.306,5.8,10.4,0.557,1.7,2.4,0.7,0.4,6.2,6.5,3.4,1.1,0.5,3.6,3.3,21.1,/gleague/players/l/luwawti01d.html,210,None,79,G-League
2017-18,RIO,15,13,470,5.7,10.7,0.529,2.2,5.9,0.377,3.4,4.8,0.714,1.1,1.5,0.737,2.5,7,9.5,2.4,1.2,0.6,1,1.8,14.6,/gleague/players/l/lydonty01d.html,NA,Syracuse,NA,G-League
