Season,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_href,Weight,College,Height,Lg
2018-19,CGG,8,7,268,5.4,11.7,0.46,2.3,6.4,0.354,3.1,5.2,0.59,1.2,2,0.6,2.6,7.3,9.8,2.7,0.8,0.5,2.4,3.2,14.2,/gleague/players/l/lydonty01d.html,NA,Syracuse,NA,G-League
2018-19,SLS,46,14,1228,5.5,14.2,0.39,2.3,5.8,0.399,3.2,8.4,0.383,4,4.8,0.818,1.1,3.9,5,5.5,1.8,0.2,3.6,2.7,17.4,/gleague/players/l/lylesja01d.html,NA,UMBC,NA,G-League
2017-18,TEX,12,0,191,5.1,11.9,0.429,4.1,9.8,0.423,0.9,2.1,0.455,0.4,0.6,0.667,0.6,2.8,3.4,6.2,1.5,0.2,2.5,1.7,14.7,/gleague/players/l/lynnda01d.html,NA,None,NA,G-League
2016-17,ERI,41,20,831,3.3,8.6,0.382,1.7,4.9,0.342,1.6,3.7,0.435,1,1.3,0.71,1.5,2.6,4.2,1.6,1.5,0.2,0.8,3.4,9.2,/gleague/players/l/lyonsmi01d.html,NA,Air Force,NA,G-League
2017-18,SBL,46,22,1444,6.3,14.1,0.45,1.7,4.3,0.405,4.6,9.8,0.469,3.8,4.3,0.884,0.5,3.9,4.4,9.8,1.2,0.1,3.6,2.3,18.2,/gleague/players/m/machasc01d.html,201,Iona,75,G-League
2018-19,SBL,45,25,1391,6.7,15.4,0.435,1.4,4.9,0.284,5.3,10.5,0.505,4.3,4.8,0.897,0.8,3.3,4.1,9.2,1.3,0.2,4.5,2.3,19.1,/gleague/players/m/machasc01d.html,201,Iona,75,G-League
2018-19,TEX,41,37,1412,6.6,15.7,0.423,1.7,5.3,0.327,4.9,10.4,0.472,4.9,5.8,0.838,0.8,2.9,3.7,6.1,1.1,0.2,2.8,2.1,19.9,/gleague/players/m/maconda01d.html,185,Arkansas,75,G-League
2019-20,SFL,35,16,994,7.2,15.3,0.474,2.1,5.6,0.368,5.2,9.7,0.536,3.3,4.1,0.796,0.5,4.7,5.3,6.2,1.2,0.1,3.2,2.3,21.6,/gleague/players/m/maconda01d.html,185,Arkansas,75,G-League
2019-20,CAN,41,1,1104,6.8,13.6,0.5,0.9,3.1,0.295,5.9,10.5,0.56,3.8,4.8,0.795,1.3,4.1,5.4,3.1,1.5,0.1,2.1,1.9,20.8,/gleague/players/m/macsh01d.html,201,None,78,G-League
2020-21,CAN,15,11,427,7.8,15.3,0.505,1.3,4.2,0.3,6.5,11.1,0.583,3.6,4.4,0.827,0.8,3.5,4.3,4.5,1.3,0.1,1.5,1.6,22.6,/gleague/players/m/macsh01d.html,201,None,78,G-League
2018-19,SWR,30,28,836,7.6,16.5,0.46,2.9,8,0.368,4.7,8.5,0.545,3.1,4,0.783,1.8,3.1,4.9,3.5,1.8,0.1,2.6,2.5,21.2,/gleague/players/m/macurjp01d.html,200,Xavier,77,G-League
2019-20,CAN,39,33,1129,6.7,13.7,0.486,2.5,7.1,0.345,4.2,6.6,0.638,1.1,1.5,0.708,1.5,3.9,5.3,2.6,2.9,0.5,2,3.7,17.7,/gleague/players/m/macurjp01d.html,200,Xavier,77,G-League
2016-17,LOS,50,50,1767,5.6,13.6,0.409,2.3,6.4,0.352,3.3,7.2,0.459,2.8,3.3,0.828,0.6,3.9,4.5,9.6,1.5,0,2.7,3.1,16.1,/gleague/players/m/magetjo01d.html,160,None,73,G-League
2017-18,HAW,36,34,1252,5.3,14.1,0.374,1.8,6,0.3,3.5,8.2,0.428,3.3,4.1,0.804,0.4,3.1,3.5,10.4,2,0.1,3.2,2.6,15.7,/gleague/players/m/magetjo01d.html,160,None,73,G-League
2019-20,LKL,29,28,1016,6.8,15.8,0.432,3.5,8.1,0.428,3.4,7.7,0.436,3.2,3.8,0.841,0.4,3.9,4.3,10.5,2.1,0.3,2.9,3,21.6,/gleague/players/m/magetjo01d.html,160,None,73,G-League
2020-21,EBH,10,1,222,5.5,9.6,0.576,0.5,1.6,0.3,5,7.9,0.633,1.8,3.1,0.579,2.3,6.5,8.8,2.9,1,2.4,2.4,3.7,14.8,/gleague/players/m/magnawi01d.html,NA,Tulsa,NA,G-League
2016-17,REN,29,1,526,2.8,7.2,0.39,1.5,4,0.379,1.3,3.2,0.404,3.1,4,0.776,0.8,2.7,3.5,1.1,1.4,0.8,0.8,3.8,10.2,/gleague/players/m/majorre01d.html,210,Fresno State,78,G-League
2019-20,RIO,30,7,397,5.9,10.5,0.56,0.7,2.4,0.296,5.2,8.1,0.64,1.5,2.7,0.567,4.2,6.1,10.2,1.9,1.1,1.1,2.4,3.7,15.3,/gleague/players/m/makerma01d.html,205,None,83,G-League
2020-21,LKL,15,15,334,3.9,11.4,0.34,0.4,4.4,0.098,3.4,7,0.492,0.4,1.2,0.364,2,6.3,8.3,3.2,1.4,0.2,3.6,2.8,8.9,/gleague/players/m/maneka01d.html,NA,None,NA,G-League
2020-21,SAN,9,9,298,7.5,18.5,0.405,3.3,9.1,0.36,4.2,9.4,0.449,2.1,2.7,0.773,0.7,2.9,3.6,7.4,1.9,0,4.1,2.9,21,/gleague/players/m/mannini01d.html,NA,Arizona,NA,G-League
2019-20,ACC,20,20,700,6,11.3,0.532,0.9,2.7,0.321,5.1,8.6,0.599,1.8,2.3,0.778,1.9,7.3,9.2,6.4,1.2,0.3,2.6,3.4,15.9,/gleague/players/m/mannte01d.html,NA,None,NA,G-League
2019-20,SAN,26,20,767,5.6,11.7,0.476,1.5,4.4,0.33,4.1,7.3,0.564,1.6,2.4,0.667,1.2,5,6.2,2.2,1.9,0.3,1.6,2.5,15.3,/gleague/players/m/marblro01d.html,192,Iowa,78,G-League
2017-18,HAW,30,4,515,3.4,9.9,0.345,0.8,2.9,0.262,2.7,7,0.38,1.2,1.6,0.739,0.6,3.1,3.8,5.1,1.9,0.3,2.5,3.2,8.8,/gleague/players/m/marksde01d.html,210,None,75,G-League
2017-18,LIN,4,0,23,4.7,23.5,0.2,3.1,15.7,0.2,1.6,7.8,0.2,3.1,3.1,1,6.3,1.6,7.8,1.6,1.6,0,0,7.8,15.7,/gleague/players/m/marquch01d.html,NA,None,NA,G-League
2016-17,REN,21,18,760,5.4,11.8,0.458,0.9,2.8,0.322,4.5,9,0.5,3.3,3.9,0.843,0.5,3.3,3.8,9,1.2,0,3.2,1.9,15,/gleague/players/m/marshke01d.html,195,UNC,76,G-League
2017-18,ACC,3,0,43,4.2,9.2,0.455,1.7,2.5,0.667,2.5,6.7,0.375,0,0,0,0,4.2,4.2,6.7,0.8,0,10.9,5,10,/gleague/players/m/marshke01d.html,195,UNC,76,G-League
2020-21,EBH,12,2,323,7.8,15.9,0.49,2.5,7,0.349,5.3,8.9,0.6,1.8,2.6,0.696,1.1,6.2,7.4,2.1,1.7,0.3,2.7,2.9,20.7,/gleague/players/m/marshna01d.html,NA,Xavier,NA,G-League
2017-18,GRR,15,0,153,5.9,9.6,0.61,0,0,0,5.9,9.6,0.61,5.4,6.8,0.793,3.5,4,7.5,0.5,1.2,2.4,4,7.3,17.2,/gleague/players/m/marshze01d.html,235,Akron,84,G-League
2016-17,TOT,31,22,803,5.7,14.7,0.388,2.3,6.8,0.336,3.4,7.8,0.434,2.9,3.5,0.821,0.7,4.3,5.1,2.2,1.3,0.3,2.4,2.8,16.5,/gleague/players/m/martica01d.html,220,Kansas State,79,G-League
2019-20,SWR,28,28,1034,7.6,16.3,0.469,2.3,6.2,0.371,5.3,10.1,0.529,1.8,2.8,0.646,1.2,4.6,5.8,3.7,1.5,0.8,2.8,1.8,20.8,/gleague/players/m/martica02d.html,205,Nevada,79,G-League
2019-20,SWR,5,5,177,7.5,13,0.578,2,5.1,0.4,5.5,7.9,0.692,1,1,1,1.4,7.1,8.5,5.1,1.8,0.2,3.5,1,18.7,/gleague/players/m/martico01d.html,NA,Nevada,NA,G-League
2016-17,IOW,22,19,619,7.3,17.6,0.413,0.7,2.3,0.3,6.6,15.3,0.43,5.1,6,0.845,3,6.7,9.7,1.5,0.9,1.4,2.8,4.5,20.3,/gleague/players/m/martija01d.html,239,LSU,82,G-League
2017-18,MEM,2,2,54,5.3,16.7,0.32,2.7,6.7,0.4,2.7,10,0.267,1.3,2,0.667,0.7,6.7,7.3,1.3,1.3,0.7,5.3,4.7,14.7,/gleague/players/m/martija01d.html,239,LSU,82,G-League
2019-20,RIO,9,0,161,7.8,11,0.714,2.5,4.5,0.55,5.4,6.5,0.828,2.7,2.9,0.923,3.1,6.9,10.1,2,0.9,1.1,3.4,6.3,23,/gleague/players/m/martija01d.html,239,LSU,82,G-League
2019-20,TOT,37,12,1123,7.6,16.3,0.466,1.3,4.3,0.299,6.3,12,0.525,2.9,4.1,0.698,0.8,3.3,4.1,5.6,2.1,0.6,2.9,2.8,21,/gleague/players/m/martije01d.html,185,Memphis,74,G-League
2020-21,LIN,15,15,477,8.3,17.5,0.474,0.8,3.6,0.229,7.5,13.9,0.538,2.4,3.2,0.762,0.7,3.5,4.2,5.8,2.6,0.8,3.6,2.9,21,/gleague/players/m/martije01d.html,185,Memphis,74,G-League
2019-20,WOL,23,21,660,8.8,18.8,0.47,3,7.9,0.382,5.8,11,0.532,1.6,2.1,0.769,0.8,6.1,6.9,2.3,1.5,0.5,2.2,2.4,23.1,/gleague/players/m/martike01d.html,230,Butler,77,G-League
2020-21,RIO,10,9,315,8,16.5,0.486,0.6,4,0.143,7.4,12.5,0.596,2.3,3.4,0.667,3.5,9.4,12.9,1.9,0.9,2.1,2.9,2.2,20,/gleague/players/m/martike02d.html,NA,None,NA,G-League
2017-18,WIS,4,0,27,1.3,8,0.167,0,0,0,1.3,8,0.167,2.7,5.3,0.5,0,6.7,6.7,2.7,1.3,0,0,0,5.3,/gleague/players/m/marzeal01d.html,NA,None,NA,G-League
2019-20,WIS,24,23,725,10.5,21,0.502,3.8,8.9,0.428,6.7,12,0.558,3.7,4.6,0.815,0.6,3.2,3.9,5.7,1.2,0.2,3.1,1.9,30.2,/gleague/players/m/masonfr01d.html,190,Kansas,71,G-League
2018-19,TEX,13,0,263,7.3,17,0.427,2.1,5.6,0.366,5.2,11.4,0.458,1.6,1.9,0.857,0.5,3.8,4.4,4.7,1.9,0.3,0.7,3.3,18.2,/gleague/players/m/masonna01d.html,185,None,74,G-League
2019-20,TEX,19,14,579,6.9,16.5,0.419,1.7,5.7,0.293,5.2,10.8,0.486,1.7,2.5,0.683,0.5,3.5,4,9.1,2.1,0.2,2.7,2.6,18.1,/gleague/players/m/masonna01d.html,185,None,74,G-League
2016-17,TOT,19,2,210,6,11.5,0.522,0.9,2.1,0.417,5.1,9.4,0.545,2.1,3.4,0.6,2.4,3.9,6.3,3.3,1.2,0.2,2.1,4.1,14.9,/gleague/players/m/massebr01d.html,NA,Middle Tennessee,NA,G-League
2017-18,GRR,1,0,7,0,5.1,0,0,0,0,0,5.1,0,0,0,0,0,0,0,5.1,0,0,0,0,0,/gleague/players/m/massebr01d.html,NA,Middle Tennessee,NA,G-League
2019-20,LIN,23,3,445,4.8,10.6,0.45,1.2,4,0.3,3.6,6.6,0.543,1.4,2.7,0.515,1.9,6.6,8.5,5.3,1.1,0.5,2.4,3.2,13,/gleague/players/m/massicj01d.html,205,Buffalo,77,G-League
2020-21,LIN,14,3,321,5.3,11.1,0.475,1.6,3.4,0.467,3.7,7.7,0.478,3,3.1,0.964,2.4,5.2,7.5,3.6,0.7,0.3,1.8,1.5,17,/gleague/players/m/massicj01d.html,205,Buffalo,77,G-League
2019-20,ACC,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,/gleague/players/m/masteni01d.html,NA,None,NA,G-League
2018-19,ACC,3,0,4,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,/gleague/players/m/mastote01d.html,NA,None,NA,G-League
2018-19,SFL,30,30,981,9.1,16.8,0.543,1.3,3.9,0.327,7.8,12.8,0.609,6.4,8.2,0.777,3.9,6.8,10.7,1.9,0.8,1.3,3,3.5,25.9,/gleague/players/m/matenya01d.html,240,Georgia,79,G-League
2019-20,MAI,39,37,1125,8.6,15.8,0.548,0.6,2.6,0.247,8,13.2,0.607,2.8,4,0.712,3.7,7.2,10.9,2.2,1.2,1.2,2.6,3.3,22.6,/gleague/players/m/matenya01d.html,240,Georgia,79,G-League
2019-20,CGG,17,13,440,4.2,12.3,0.34,2.8,9.2,0.304,1.4,3.1,0.447,2.9,3.7,0.8,0.5,2.3,2.8,2,1.5,0.4,1.1,3.7,15.8,/gleague/players/m/mathega01d.html,204,Lipscomb,77,G-League
2017-18,HAW,48,11,981,5.3,13.9,0.384,2.4,7.4,0.32,2.9,6.4,0.457,2.5,3.6,0.704,0.8,2.9,3.7,2.1,1.4,0.1,1.7,2,15.6,/gleague/players/m/mathejo01d.html,203,Gonzaga,76,G-League
2020-21,AUS,15,0,328,6.6,15.8,0.417,4.5,11.9,0.38,2.1,4,0.528,2.4,2.6,0.917,0.4,4.8,5.3,2,0.4,0.1,2.2,4.4,21.4,/gleague/players/m/mathian01d.html,NA,Oregon,NA,G-League
2019-20,TEX,42,42,1518,6,13.9,0.432,3.5,8.9,0.392,2.5,5,0.502,1.5,1.8,0.831,1.1,3.7,4.9,3.1,1,0.2,1.3,2.1,18.1,/gleague/players/m/mathida01d.html,200,Purdue,76,G-League
2016-17,IOW,7,0,77,5.1,8.4,0.611,0.9,2.3,0.4,4.2,6.1,0.692,2.3,3.3,0.714,0.5,3.7,4.2,4.7,3.7,0,3.3,5.6,13.6,/gleague/players/m/mathide01d.html,NA,None,NA,G-League
2017-18,SWR,43,36,1089,6.3,12.2,0.519,0,0,0,6.3,12.2,0.52,2.7,4.2,0.643,4.8,8.2,13.1,1.5,1,2,2.7,3.4,15.4,/gleague/players/m/mathima01d.html,230,Louisville,82,G-League
2020-21,CAN,11,0,200,3.6,11.9,0.303,0,3.8,0,3.6,8.1,0.444,0.7,1.1,0.667,1.8,6.8,8.6,2.3,1.6,0.5,2,2.2,8.6,/gleague/players/m/matthch02d.html,NA,Michigan,NA,G-League
2019-20,TOT,18,1,212,3.4,9.5,0.357,0.8,3.6,0.238,2.5,5.9,0.429,1.4,1.4,1,1.5,2.5,4.1,2.9,2,0.5,3.4,1,10,/gleague/players/m/matthec01d.html,200,None,77,G-League
2020-21,SAN,12,0,228,4.6,5.5,0.829,0,0,0,4.6,5.5,0.829,0.5,0.8,0.6,2.1,6.3,8.4,1.6,0.6,4.9,1.4,5.4,10.1,/gleague/players/m/mawugse01d.html,NA,None,NA,G-League
2019-20,WIS,34,15,786,5.7,13.4,0.425,2.4,6.8,0.351,3.3,6.6,0.5,1.6,1.7,0.921,3.1,8.5,11.6,2.8,0.9,0.7,2.8,3.3,16.6,/gleague/players/m/mayelu01d.html,240,UNC,79,G-League
2016-17,"NAS",5,0,21,8.6,15.4,0.556,0,0,0,8.6,15.4,0.556,6.9,6.9,1,6.9,3.4,10.3,0,1.7,0,1.7,1.7,24,/gleague/players/m/maysgr01d.html,NA,None,NA,G-League
2017-18,TOT,18,14,508,4.5,11,0.413,0.6,2.1,0.267,4,8.9,0.448,3.3,4.6,0.723,2.8,5.5,8.3,2.7,1.7,2.1,2.3,2.8,13,/gleague/players/m/mcadoja01d.html,230,UNC,81,G-League
2019-20,FOR,25,1,288,1.5,3.4,0.444,0,0.5,0,1.5,2.9,0.522,0.7,1.6,0.462,2.1,4.6,6.8,1.9,1.2,0.2,0.5,3.7,4.2,/gleague/players/m/mccaldj01d.html,190,None,78,G-League
2016-17,GRR,43,42,1587,6.5,14.6,0.444,0.8,2.7,0.314,5.6,11.9,0.473,3.3,4.3,0.778,1.2,4.5,5.7,6.9,2.2,0.3,2.6,2.2,17.1,/gleague/players/m/mccalra01d.html,190,Detroit,75,G-League
2018-19,ACC,12,0,282,6.6,14.8,0.448,1.9,4.5,0.429,4.7,10.3,0.457,3.7,4.6,0.806,0.5,3.4,4,5.1,1.7,0.1,2.4,2.3,18.9,/gleague/players/m/mccalra01d.html,190,Detroit,75,G-League
2020-21,SWR,15,3,370,5.4,14.6,0.373,1.6,4.5,0.348,3.9,10.1,0.385,1.1,1.4,0.786,0.4,4.1,4.5,7.2,1.2,0.3,2.1,1,14.3,/gleague/players/m/mccalra01d.html,190,Detroit,75,G-League
2017-18,LIN,37,31,1042,4.3,8.7,0.494,0.6,1.9,0.309,3.7,6.8,0.545,2.3,3.5,0.673,1.7,4,5.7,3.6,2.2,0.7,2.4,3.8,11.6,/gleague/players/m/mccalta01d.html,190,Tennessee State,77,G-League
2018-19,LIN,33,19,861,5.6,11.2,0.5,0.9,3.1,0.28,4.7,8.1,0.585,3.4,4.5,0.759,2.1,3.9,6.1,3.5,1.8,0.5,2.5,4.7,15.5,/gleague/players/m/mccalta01d.html,190,Tennessee State,77,G-League
2019-20,CPK,42,34,1231,5,10.8,0.462,0.4,2.3,0.192,4.6,8.5,0.534,3.4,4.2,0.818,1.9,5.6,7.5,5.7,2.3,0.8,3.2,4.4,15.6,/gleague/players/m/mccalta01d.html,190,Tennessee State,77,G-League
2020-21,LKL,15,8,412,5.5,11.4,0.485,1,3.1,0.306,4.5,8.2,0.553,2,2.4,0.821,2.3,7.4,9.7,4.3,1.5,0.7,3,3.8,15.6,/gleague/players/m/mccalta01d.html,190,Tennessee State,77,G-League
2018-19,WCB,14,1,200,6.3,13.9,0.455,2.2,6.8,0.316,4.1,7,0.59,1.4,2.3,0.615,0.9,4.9,5.8,0.9,2.2,0.4,2.2,4.5,16.2,/gleague/players/m/mccaltr01d.html,215,None,79,G-League
2019-20,WCB,39,6,708,4.5,11.7,0.387,2.6,7.6,0.342,1.9,4.1,0.469,0.4,0.7,0.538,1.3,3.4,4.7,1.5,2.2,0.9,1.4,4,12.3,/gleague/players/m/mccaltr01d.html,215,None,79,G-League
2016-17,AUS,41,2,698,4.1,12.1,0.336,1.5,5.7,0.27,2.5,6.4,0.395,2.2,2.6,0.843,0.3,3.5,3.8,4.4,1,0.1,2.3,3,11.9,/gleague/players/m/mccamde01d.html,205,Illinois,75,G-League
2018-19,AUS,25,4,393,4.7,11.5,0.405,1.4,4.8,0.288,3.3,6.8,0.486,0.7,0.7,1,0.3,3.2,3.5,3.9,1.3,0.1,2.1,3.2,11.5,/gleague/players/m/mccamde01d.html,205,Illinois,75,G-League
2016-17,SAN,2,2,71,4.6,13.2,0.346,1,5.1,0.2,3.5,8.1,0.438,2.5,3,0.833,0,4.1,4.1,4.6,1,1,2.5,2,12.7,/gleague/players/m/mccawpa01d.html,NA,UNLV,NA,G-League
2017-18,SAN,2,2,58,6.8,18.6,0.367,1.2,6.2,0.2,5.6,12.4,0.45,2.5,2.5,1,0,5,5,3.1,1.9,0,1.9,1.2,17.4,/gleague/players/m/mccawpa01d.html,NA,UNLV,NA,G-League
2016-17,DEL,6,1,153,5.2,9.4,0.55,0.7,2.4,0.3,4.5,7.1,0.633,4,6.1,0.654,1.2,3.8,4.9,2.1,2.1,0.2,1.9,1.4,15.1,/gleague/players/m/mcclesh01d.html,NA,Miami (FL),NA,G-League
2018-19,WIS,41,10,572,8.1,17.4,0.467,0.2,1.5,0.125,7.9,15.9,0.5,3,5.1,0.593,4.8,8.2,13,1.4,0.8,1.6,4,5.4,19.4,/gleague/players/m/mccoybr01d.html,250,UNLV,85,G-League
2019-20,WIS,26,0,415,6.5,14.5,0.449,0.9,3,0.286,5.6,11.5,0.492,1.5,2.9,0.515,4.2,11.7,15.9,0.9,0.7,1.3,3.7,4.6,16.5,/gleague/players/m/mccoybr01d.html,250,UNLV,85,G-League
2017-18,TOT,35,29,1132,7,16.4,0.428,2.3,5.9,0.384,4.8,10.5,0.453,3.6,4.9,0.734,1.3,4.4,5.8,2.1,1,0.7,2.8,2.3,19.9,/gleague/players/m/mccreer01d.html,225,Louisiana Tech,80,G-League
2016-17,TOT,43,35,1267,7.3,16.4,0.446,1.4,3.9,0.35,5.9,12.5,0.476,3.7,5.5,0.672,2.5,6.1,8.6,2,1.4,1,2.6,3.9,19.7,/gleague/players/m/mcculch01d.html,NA,Syracuse,NA,G-League
2017-18,TOT,12,0,260,6.1,15.4,0.396,1,3.6,0.269,5.1,11.8,0.435,5.1,6.4,0.804,3.2,7.5,10.7,2.5,2.8,1.7,4,4.2,18.3,/gleague/players/m/mcculch01d.html,NA,Syracuse,NA,G-League
2018-19,RIO,7,2,84,11.1,22.7,0.491,0.9,4.3,0.2,10.3,18.4,0.558,3,5.1,0.583,7.7,6,13.7,1.3,0.9,2.6,3.9,6,26.1,/gleague/players/m/mcculch01d.html,NA,Syracuse,NA,G-League
2019-20,SWR,31,31,991,6.6,14.9,0.444,1.6,4.2,0.383,5,10.7,0.468,1.9,2.3,0.828,2,6.6,8.6,2.5,2.1,1.2,2.8,3.9,17.9,/gleague/players/m/mcdanja01d.html,192,San Diego State,82,G-League
2020-21,SWR,2,2,76,5.7,13.3,0.429,0.5,3.3,0.143,5.2,9.9,0.524,4.3,5.2,0.818,1.9,9,10.9,2.8,1.4,1.9,3.8,3.8,18.9,/gleague/players/m/mcdanja01d.html,192,San Diego State,82,G-League
2017-18,GRR,31,0,850,8.1,16.6,0.487,1.6,5.2,0.309,6.5,11.4,0.569,3.5,4.6,0.761,2.9,6.3,9.2,1.4,1.6,1.7,2.1,3,21.3,/gleague/players/m/mcdankj01d.html,205,Clemson,78,G-League
2018-19,OKL,44,24,1180,6.7,14.2,0.472,1.3,4.2,0.319,5.3,9.9,0.537,2.8,4,0.71,2.3,5.3,7.6,2.1,1.5,1.9,2.7,2.6,17.5,/gleague/players/m/mcdankj01d.html,205,Clemson,78,G-League
2019-20,SWR,4,0,69,8.3,16.7,0.5,2.1,4.2,0.5,6.3,12.5,0.5,0,0,0,4.2,3.1,7.3,1,1,1,1,1.6,18.8,/gleague/players/m/mcdankj01d.html,205,Clemson,78,G-League
2020-21,SWR,10,1,143,6.3,13.1,0.481,1.3,4.8,0.263,5,8.3,0.606,1.8,2.3,0.778,2.8,7.6,10.3,2,0.8,1.5,1.5,2.8,16.4,/gleague/players/m/mcdankj01d.html,205,Clemson,78,G-League
2020-21,MEM,6,6,185,8,18.3,0.436,2.7,8.6,0.318,5.3,9.7,0.54,1.4,1.6,0.875,2.5,2.7,5.3,1.8,0.6,0.4,1,1.6,20.8,/gleague/players/m/mcderse01d.html,NA,None,NA,G-League
2019-20,RIO,17,0,201,3.2,8.6,0.375,1.8,5.6,0.323,1.4,3,0.471,0.2,0.2,1,1.8,4.3,6.1,5.7,1.4,0,4.7,2.3,8.6,/gleague/players/m/mcdowwi01d.html,185,None,77,G-League
2020-21,RIO,13,0,219,2.1,6.2,0.342,1.5,4.8,0.31,0.7,1.5,0.444,0.5,0.5,1,1.8,5.1,6.9,6.6,1,0.7,2.6,2,6.6,/gleague/players/m/mcdowwi01d.html,185,None,77,G-League
2017-18,DEL,4,0,51,2.8,17.6,0.16,0,2.8,0,2.8,14.8,0.19,7.8,8.5,0.917,0.7,3.5,4.2,6.4,0.7,0,2.8,2.8,13.4,/gleague/players/m/mcgildo01d.html,NA,None,NA,G-League
2016-17,LIN,12,12,435,3.2,8.2,0.394,1.3,4.2,0.314,1.9,4,0.479,0.8,1.1,0.769,0.1,2.3,2.4,8.9,0.9,0.2,3.1,2.5,8.6,/gleague/players/m/mcgrado01d.html,NA,Providence,NA,G-League
2018-19,TOT,46,4,861,5.1,11.2,0.455,2.5,6.1,0.411,2.6,5.1,0.508,2.2,2.9,0.743,3,5.5,8.5,3,1.3,0.8,2.2,3.4,14.9,/gleague/players/m/mcgreta01d.html,NA,None,NA,G-League
2017-18,SFL,2,2,45,10.4,24,0.433,0.8,8.8,0.091,9.6,15.2,0.632,0,0.8,0,2.4,5.6,8,1.6,0.8,0,0,0.8,21.6,/gleague/players/m/mcgruro01d.html,205,Kansas State,77,G-League
2018-19,RAP,25,13,582,6.4,13,0.495,1.1,3.9,0.286,5.3,9.1,0.585,2.7,3.8,0.694,2.5,5.4,7.9,1.7,1.1,0.8,2.3,4.9,16.6,/gleague/players/m/mcintmi01d.html,NA,None,NA,G-League
2018-19,WCB,2,0,12,6,6,1,0,0,0,6,6,1,0,0,0,0,9,9,3,3,0,3,6,12,/gleague/players/m/mckayja01d.html,NA,None,NA,G-League
2016-17,WCB,50,34,1525,6.9,13.5,0.508,1,3.1,0.308,5.9,10.4,0.568,2.8,4,0.706,3.1,7.7,10.9,0.9,0.7,0.6,1.7,3.1,17.5,/gleague/players/m/mckinal01d.html,NA,Green Bay,NA,G-League
2017-18,RAP,35,35,1047,6.5,14.6,0.447,1.9,5.3,0.348,4.7,9.3,0.504,1.9,2.6,0.714,2.2,6.9,9.1,1.6,0.9,0.4,2.5,3.1,16.8,/gleague/players/m/mckinal01d.html,NA,Green Bay,NA,G-League
2016-17,DEL,31,8,601,3.8,9.8,0.393,0.9,3.4,0.268,2.9,6.4,0.458,1.5,2,0.735,0.6,2.8,3.4,4.7,0.9,0.2,2.3,3.2,10.1,/gleague/players/m/mckinmi01d.html,NA,Sacramento State,NA,G-League
2016-17,FOR,48,48,1715,5.9,12.4,0.472,1,3.6,0.289,4.8,8.8,0.548,3.9,4.6,0.845,1.3,3.7,5,3.2,1.1,0.1,2.2,3,16.7,/gleague/players/m/mckintr01d.html,220,Miami (FL),77,G-League
2017-18,FOR,36,6,969,6.1,12,0.511,1.1,2.7,0.403,5.1,9.3,0.542,2.7,3.5,0.768,1,3.2,4.2,3.6,1.3,0.3,2.7,3.3,16,/gleague/players/m/mckintr01d.html,220,Miami (FL),77,G-League
2020-21,FOR,6,0,50,1.4,13,0.111,0.7,5.8,0.125,0.7,7.2,0.1,0,0,0,1.4,5.8,7.2,9.4,4.3,0.7,3.6,4.3,3.6,/gleague/players/m/mckniqu01d.html,NA,None,NA,G-League
2018-19,LIN,39,16,1134,6.6,15.5,0.425,2.5,7.6,0.335,4.1,7.9,0.512,2.8,3.6,0.786,0.8,3.1,3.9,5.7,2,0.2,2.2,1.6,18.5,/gleague/players/m/mclaujo01d.html,185,USC,71,G-League
2019-20,WOL,23,23,723,7.1,14.2,0.5,2.2,6.3,0.349,4.9,8,0.619,1.8,2.4,0.75,0.8,4.3,5.2,7.2,2.7,0.3,2.9,1.5,19,/gleague/players/m/mclaujo01d.html,185,USC,71,G-League
2017-18,MEM,1,1,16,6.8,18,0.375,4.5,13.5,0.333,2.3,4.5,0.5,0,0,0,0,4.5,4.5,0,4.5,0,4.5,4.5,18,/gleague/players/m/mclembe01d.html,NA,Kansas,NA,G-League
2018-19,OKL,2,0,11,0,0,0,0,0,0,0,0,0,3.3,6.5,0.5,3.3,0,3.3,3.3,3.3,0,3.3,16.4,3.3,/gleague/players/m/mcmorli01d.html,NA,Tennessee Tech,NA,G-League
2019-20,TOT,20,0,268,8.1,19.7,0.408,2.8,8.3,0.339,5.2,11.4,0.459,0.9,1.3,0.7,0.7,3,3.6,4.8,0.8,0.3,3.2,2.4,20.7,/gleague/players/m/mcmurja01d.html,180,None,72,G-League
2020-21,CAN,4,0,23,1.6,9.4,0.167,0,7.8,0,1.6,1.6,1,0,0,0,1.6,3.1,4.7,0,1.6,0,3.1,6.3,3.1,/gleague/players/m/mcquama01d.html,NA,Michigan State,NA,G-League
2018-19,CGG,31,29,1114,10.7,22.2,0.481,2,5.8,0.341,8.7,16.4,0.531,7.1,8.3,0.849,1,4,5,3.8,1.4,0.6,3.5,2.8,30.4,/gleague/players/m/mcraejo01d.html,179,Tennessee,77,G-League
