Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Player_href,Weight,College,Height
2018-19,22,PHI,NBA,SF,5,0,40,3.6,9,0.4,0.9,4.5,0.2,2.7,4.5,0.6,0,1.8,0,0,4.5,4.5,1.8,0.9,0,0.9,0.9,8.1,Haywood Highsmith,/players/h/highsha01.html,220,Wheeling University,79
2016-17,34,HOU,NBA,C,67,8,1198,7.4,11.9,0.617,0.1,0.3,0.333,7.3,11.7,0.624,3.5,5.9,0.589,2.9,5.6,8.5,2,1.7,1.2,2.2,4.9,18.3,Nenê,/players/h/hilarne01.html,250,None,83
2017-18,35,HOU,NBA,C,52,4,758,6.5,11.4,0.569,0,0.1,0,6.5,11.3,0.574,3.2,5.1,0.636,2.6,5.8,8.4,2.1,1.3,0.7,1.8,5.8,16.1,Nenê,/players/h/hilarne01.html,250,None,83
2018-19,36,HOU,NBA,C,42,2,546,4,7.6,0.517,0,0.2,0,4,7.5,0.531,2,3.1,0.66,2.2,5.9,8.1,1.7,1.2,1,0.7,5.7,10,Nenê,/players/h/hilarne01.html,250,None,83
2016-17,30,UTA,NBA,PG,49,49,1544,6.7,14.1,0.477,2.2,5.4,0.403,4.5,8.7,0.523,3.7,4.6,0.801,0.5,3.4,3.9,4.8,1.2,0.3,2,2.7,19.3,George Hill,/players/h/hillge01.html,188,IUPUI,76
2017-18,31,TOT,NBA,PG,67,60,1812,4.7,10.2,0.46,1.7,4.1,0.415,3,6.1,0.49,2.2,2.8,0.786,0.8,2.8,3.6,3.7,1.2,0.5,1.7,2.5,13.3,George Hill,/players/h/hillge01.html,188,IUPUI,76
2018-19,32,TOT,NBA,PG,60,13,1302,4.7,10.4,0.452,1.3,4.2,0.314,3.4,6.2,0.547,1.9,2.4,0.824,1.1,3,4.1,3.7,1.4,0.2,1.4,2.8,12.7,George Hill,/players/h/hillge01.html,188,IUPUI,76
2019-20,33,MIL,NBA,PG,59,2,1271,5.5,10.6,0.516,2.3,5,0.46,3.2,5.7,0.565,2.4,2.9,0.842,1.4,3.6,5,5.1,1.3,0.1,1.6,2.4,15.7,George Hill,/players/h/hillge01.html,188,IUPUI,76
2020-21,34,TOT,NBA,PG,30,17,672,5.1,10.6,0.482,1.7,4.3,0.388,3.4,6.3,0.547,2.1,2.7,0.8,0.9,2.4,3.3,3.9,1.2,0.3,1.7,1.7,14,George Hill,/players/h/hillge01.html,188,IUPUI,76
2016-17,29,MIN,NBA,C,7,0,47,3.8,10,0.385,0,0,0,3.8,10,0.385,1.5,1.5,1,6.1,4.6,10.7,0,0.8,0,3.1,6.9,9.2,Jordan Hill,/players/h/hilljo01.html,235,Arizona,82
2016-17,25,NOP,NBA,SF,80,71,2374,2.8,7.2,0.383,1.4,4.1,0.348,1.3,3.2,0.428,1.6,1.9,0.805,0.8,3.9,4.7,2.1,1.1,0.5,1.2,2.8,8.5,Solomon Hill,/players/h/hillso01.html,226,Arizona,78
2017-18,26,NOP,NBA,SF,12,1,187,2.1,7.9,0.268,0.8,4,0.19,1.3,3.9,0.35,0.6,1.2,0.5,1.7,5.2,6.9,4.2,1.3,0.2,1.7,4.2,5.6,Solomon Hill,/players/h/hillso01.html,226,Arizona,78
2018-19,27,NOP,NBA,SF,44,15,878,2.8,7.3,0.382,1.3,4.1,0.317,1.5,3.2,0.468,0.9,1.3,0.719,1.4,4.1,5.5,2.3,0.9,0.4,1.3,3.3,7.8,Solomon Hill,/players/h/hillso01.html,226,Arizona,78
2019-20,28,TOT,NBA,PF,59,4,1088,3.6,9.2,0.396,2.1,5.7,0.368,1.6,3.5,0.439,1.3,1.8,0.741,1,4.5,5.5,3.4,1.4,0.4,1.7,2.8,10.7,Solomon Hill,/players/h/hillso01.html,226,Arizona,78
2020-21,29,ATL,NBA,PF,71,16,1513,2.5,7.1,0.359,1.6,5,0.321,0.9,2,0.453,0.8,1.1,0.761,1,4.1,5.1,1.8,1.2,0.3,1,2.8,7.5,Solomon Hill,/players/h/hillso01.html,226,Arizona,78
2016-17,23,DET,NBA,SG,39,1,381,4.4,11.9,0.373,1.1,4.3,0.261,3.3,7.6,0.438,2,2.6,0.75,0.2,2.9,3.1,3.1,1,0.2,2.6,3.7,12,Darrun Hilliard,/players/h/hillida01.html,205,Villanova,78
2017-18,24,SAS,NBA,SG,14,0,95,1.9,7.2,0.263,0,2.3,0,1.9,4.9,0.385,2.3,2.7,0.857,0,2.7,2.7,4.2,0.8,0,1.5,2.7,6.1,Darrun Hilliard,/players/h/hillida01.html,205,Villanova,78
2020-21,21,DAL,NBA,SG,21,0,93,5.8,16.3,0.357,1.5,7.4,0.211,4.3,8.9,0.478,2.7,3.9,0.7,0.4,3.1,3.5,3.1,2.7,0.8,1.9,3.1,15.9,Nate Hinton,/players/h/hintona01.html,210,Houston,77
2019-20,20,POR,NBA,PF,13,0,103,5.2,11.2,0.469,0,1,0,5.2,10.1,0.517,2.8,4.5,0.615,4.9,6.3,11.2,1.4,1.7,0,1.4,4.2,13.3,Jaylen Hoard,/players/h/hoardja01.html,216,Wake Forest,80
2020-21,21,OKC,NBA,SF,19,0,320,5,9.9,0.5,0,1.2,0,5,8.7,0.571,3.2,4.6,0.683,2.4,5,7.3,2.7,1.5,0.6,1.9,2.1,13.1,Jaylen Hoard,/players/h/hoardja01.html,216,Wake Forest,80
2018-19,22,IND,NBA,PG,50,0,646,5.9,14.6,0.401,2.4,7.1,0.339,3.5,7.5,0.459,2.3,2.8,0.82,0.3,3.5,3.7,4.8,1.2,0.7,2.2,4,16.4,Aaron Holiday,/players/h/holidaa01.html,185,UCLA,72
2019-20,23,IND,NBA,PG,66,33,1617,5.2,12.5,0.414,1.9,4.9,0.394,3.3,7.6,0.427,1.6,1.9,0.851,0.5,3,3.5,5,1.2,0.4,2,2.7,14,Aaron Holiday,/players/h/holidaa01.html,185,UCLA,72
2020-21,24,IND,NBA,PG,66,8,1176,5.2,13.3,0.39,2.1,5.6,0.368,3.2,7.8,0.406,2.1,2.5,0.819,0.5,2.3,2.7,3.8,1.4,0.4,2,2.9,14.5,Aaron Holiday,/players/h/holidaa01.html,185,UCLA,72
2016-17,26,NOP,NBA,PG,67,61,2190,6.7,14.7,0.454,1.6,4.6,0.356,5,10.1,0.498,2,2.8,0.708,0.8,3.6,4.3,8,1.6,0.7,3.2,2.2,16.9,Jrue Holiday,/players/h/holidjr01.html,205,UCLA,75
2017-18,27,NOP,NBA,SG,81,81,2927,7.6,15.3,0.494,1.5,4.4,0.337,6.1,10.9,0.557,2.3,2.9,0.786,0.8,3.7,4.5,6,1.5,0.8,2.6,2.5,18.9,Jrue Holiday,/players/h/holidjr01.html,205,UCLA,75
2018-19,28,NOP,NBA,SG,67,67,2402,8.2,17.4,0.472,1.8,5.4,0.325,6.4,11.9,0.539,3.1,4.1,0.768,1.1,3.9,5,7.8,1.6,0.8,3.1,2.2,21.3,Jrue Holiday,/players/h/holidjr01.html,205,UCLA,75
2019-20,29,NOP,NBA,SG,61,61,2117,7.8,17.1,0.455,2.1,5.9,0.353,5.7,11.2,0.509,2.2,3.1,0.709,1.3,3.7,5,6.9,1.7,0.8,3.1,2.5,19.8,Jrue Holiday,/players/h/holidjr01.html,205,UCLA,75
2020-21,30,MIL,NBA,PG,59,56,1907,7.8,15.5,0.503,2.1,5.3,0.392,5.7,10.2,0.561,2,2.6,0.787,1.4,3.7,5.1,6.7,1.8,0.7,2.4,1.9,19.7,Jrue Holiday,/players/h/holidjr01.html,205,UCLA,75
2016-17,27,NYK,NBA,SG,82,4,1639,5.1,11.8,0.433,2.1,6,0.355,3,5.8,0.513,1.4,1.8,0.825,0.6,4.3,4.9,2.2,1.4,0.7,1.4,2.4,13.8,Justin Holiday,/players/h/holidju01.html,180,Washington,78
2017-18,28,CHI,NBA,SG,72,72,2265,4.6,12.4,0.371,2.6,7.1,0.359,2.1,5.3,0.387,2.1,2.6,0.823,0.5,4.1,4.6,2.4,1.3,0.5,1.5,2.1,13.9,Justin Holiday,/players/h/holidju01.html,180,Washington,78
2018-19,29,TOT,NBA,SG,82,77,2607,4.1,10.7,0.386,2.2,6.4,0.348,1.9,4.3,0.442,1.3,1.5,0.896,0.6,3.8,4.5,2,1.7,0.5,1.4,2.3,11.8,Justin Holiday,/players/h/holidju01.html,180,Washington,78
2019-20,30,IND,NBA,SF,73,6,1826,4.1,9.6,0.428,2.6,6.5,0.405,1.5,3.1,0.477,1,1.3,0.791,0.6,4.1,4.7,1.8,1.7,0.9,0.9,2.7,11.9,Justin Holiday,/players/h/holidju01.html,180,Washington,78
2020-21,31,IND,NBA,SG,72,52,2183,4.3,10.3,0.413,2.9,7.5,0.382,1.4,2.8,0.494,1.1,1.4,0.788,0.5,3.7,4.2,2,1.2,0.7,0.9,2.2,12.5,Justin Holiday,/players/h/holidju01.html,180,Washington,78
2017-18,29,CLE,NBA,SF,24,0,174,3.5,12.2,0.288,2.3,7.4,0.306,1.2,4.8,0.261,1.9,2.7,0.692,1.2,3.7,5,1,1.4,0.4,1.7,2.1,11.2,John Holland,/players/h/hollajo02.html,205,Boston University,77
2018-19,30,CLE,NBA,SF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Holland,/players/h/hollajo02.html,205,Boston University,77
2016-17,22,BRK,NBA,SF,78,50,1761,4.8,11.1,0.434,0.3,1.4,0.224,4.5,9.7,0.463,3.9,5.2,0.751,2,7.3,9.2,3.1,1.7,0.9,2.4,3.6,13.8,Rondae Hollis-Jefferson,/players/h/holliro01.html,217,Arizona,78
2017-18,23,BRK,NBA,SF,68,59,1920,6.4,13.6,0.472,0.2,1,0.241,6.2,12.6,0.491,4.7,5.9,0.788,1.9,6.7,8.6,3.1,1.2,0.9,2.3,2.7,17.7,Rondae Hollis-Jefferson,/players/h/holliro01.html,217,Arizona,78
2018-19,24,BRK,NBA,SF,59,21,1234,5.8,14.2,0.411,0.3,1.4,0.184,5.6,12.8,0.436,3.4,5.3,0.645,2.4,6.6,9,2.8,1.3,0.8,2,3.1,15.4,Rondae Hollis-Jefferson,/players/h/holliro01.html,217,Arizona,78
2019-20,25,TOR,NBA,PF,60,6,1122,5,10.6,0.471,0.1,0.7,0.13,4.9,9.8,0.497,3.4,4.6,0.734,3.5,5.6,9.1,3.4,1.5,0.7,1.9,3.7,13.4,Rondae Hollis-Jefferson,/players/h/holliro01.html,217,Arizona,78
2020-21,26,POR,NBA,PF,11,1,107,3,6.1,0.5,0,0.3,0,3,5.7,0.529,3,5.4,0.563,3.7,5,8.7,4.4,0.7,1.3,0.7,5,9.1,Rondae Hollis-Jefferson,/players/h/holliro01.html,217,Arizona,78
2016-17,23,PHI,NBA,C,57,17,1193,6.9,12.4,0.558,0.8,2.3,0.351,6.1,10.1,0.606,2.2,3.1,0.699,2.8,6.5,9.4,1.8,1.3,1.7,1.7,4.1,16.9,Richaun Holmes,/players/h/holmeri01.html,235,Bowling Green,82
2017-18,24,PHI,NBA,C,48,2,746,6.5,11.6,0.56,0.2,1.5,0.129,6.3,10.1,0.624,1.8,2.7,0.661,2.8,7.4,10.2,2.9,1,1.4,1.2,4.7,15,Richaun Holmes,/players/h/holmeri01.html,235,Bowling Green,82
2018-19,25,PHO,NBA,C,70,4,1184,6.8,11.1,0.608,0,0,0,6.8,11.1,0.608,3.9,5.3,0.731,3.5,6.6,10.1,1.8,1.3,2.4,1.6,5.9,17.4,Richaun Holmes,/players/h/holmeri01.html,235,Bowling Green,82
2019-20,26,SAC,NBA,C,44,38,1242,6.5,10,0.648,0,0,0,6.5,10,0.648,2.7,3.4,0.788,3.7,6.7,10.4,1.2,1.2,1.6,1.5,4.9,15.6,Richaun Holmes,/players/h/holmeri01.html,235,Bowling Green,82
2020-21,27,SAC,NBA,C,61,61,1782,7.4,11.6,0.637,0,0.2,0.182,7.4,11.4,0.645,2.7,3.4,0.794,2.9,7.3,10.2,2,0.8,1.9,1.5,4.3,17.6,Richaun Holmes,/players/h/holmeri01.html,235,Bowling Green,82
2016-17,24,UTA,NBA,SG,59,55,1593,6.1,15.1,0.408,2.6,6.9,0.371,3.6,8.1,0.44,2,2.6,0.783,0.4,4.2,4.6,2.2,0.9,0.2,1.5,3,16.9,Rodney Hood,/players/h/hoodro01.html,208,Duke,80
2017-18,25,TOT,NBA,SG,60,23,1616,7.2,16.7,0.429,2.8,7.4,0.381,4.3,9.3,0.467,2.5,2.9,0.86,0.5,3.2,3.7,2.1,1,0.3,1.6,2.3,19.6,Rodney Hood,/players/h/hoodro01.html,208,Duke,80
2018-19,26,TOT,NBA,SG,72,49,1893,5.6,12.8,0.435,1.6,4.5,0.356,4,8.3,0.478,2.6,2.9,0.884,0.5,2.5,3,2.4,1.1,0.2,1,2.8,15.3,Rodney Hood,/players/h/hoodro01.html,208,Duke,80
2019-20,27,POR,NBA,SF,21,21,619,5.1,10,0.506,2,4.1,0.493,3,5.9,0.515,1.2,1.6,0.778,0.6,3.6,4.2,1.9,1,0.2,1.1,2.7,13.4,Rodney Hood,/players/h/hoodro01.html,208,Duke,80
2020-21,28,TOT,NBA,SF,55,5,942,3.6,9.9,0.362,1.3,4.3,0.301,2.3,5.6,0.408,0.9,1.1,0.857,0.9,3.1,3.9,2,0.9,0.3,1.4,2.8,9.4,Rodney Hood,/players/h/hoodro01.html,208,Duke,80
2017-18,28,DAL,NBA,SG,1,0,8,0,4.5,0,0,0,0,0,4.5,0,4.5,9,0.5,0,0,0,4.5,0,0,4.5,0,4.5,Scotty Hopson,/players/h/hopsosc01.html,204,Tennessee,79
2016-17,30,BOS,NBA,C,68,68,2193,6.2,13.1,0.473,1.4,4,0.355,4.8,9.2,0.524,1.8,2.2,0.8,1.6,6.1,7.6,5.5,0.9,1.4,1.9,2.3,15.6,Al Horford,/players/h/horfoal01.html,240,Florida,81
2017-18,31,BOS,NBA,C,72,72,2277,5.8,11.9,0.489,1.5,3.6,0.429,4.3,8.3,0.514,1.5,1.9,0.783,1.6,6.8,8.4,5.4,0.7,1.2,2.1,2.2,14.7,Al Horford,/players/h/horfoal01.html,240,Florida,81
2018-19,32,BOS,NBA,C,68,68,1973,7.1,13.2,0.535,1.3,3.7,0.36,5.7,9.5,0.604,1.4,1.7,0.821,2.2,6.2,8.4,5.2,1.1,1.6,1.9,2.3,16.9,Al Horford,/players/h/horfoal01.html,240,Florida,81
2019-20,33,PHI,NBA,C,67,61,2025,5.7,12.6,0.45,1.8,5,0.35,3.9,7.6,0.516,1.1,1.4,0.763,1.8,6.3,8.1,4.8,0.9,1.1,1.4,2.5,14.2,Al Horford,/players/h/horfoal01.html,240,Florida,81
2020-21,34,OKC,NBA,C,28,28,782,7.5,16.6,0.45,2.6,7,0.368,4.9,9.6,0.51,0.8,1,0.818,1.3,7.3,8.7,4.3,1.2,1.2,1.3,2.2,18.3,Al Horford,/players/h/horfoal01.html,240,Florida,81
2019-20,19,LAL,NBA,SG,6,1,81,6.2,13.3,0.467,1.8,5.8,0.308,4.4,7.6,0.588,0.9,1.8,0.5,0.9,2.2,3.1,2.7,3.6,0.4,2.7,4.4,15.1,Talen Horton-Tucker,/players/h/hortota01.html,234,Iowa State,76
2020-21,20,LAL,NBA,SG,65,4,1304,6.2,13.5,0.458,1,3.6,0.282,5.2,9.9,0.522,2.8,3.6,0.775,0.7,4,4.7,5,1.7,0.6,2.9,3.5,16.2,Talen Horton-Tucker,/players/h/hortota01.html,234,Iowa State,76
2016-17,23,WAS,NBA,SG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,Danuel House,/players/h/houseda01.html,220,Texas A&M,78
2017-18,24,PHO,NBA,SG,23,3,403,5,11.5,0.434,1.3,5.2,0.259,3.7,6.3,0.577,2.2,2.8,0.806,1.2,5.6,6.8,2.2,0.6,0.5,1,2.1,13.6,Danuel House,/players/h/houseda01.html,220,Texas A&M,78
2018-19,25,HOU,NBA,SF,39,13,979,4.3,9.3,0.468,2.7,6.5,0.416,1.6,2.7,0.595,2.1,2.6,0.789,0.9,4.2,5.1,1.5,0.8,0.4,1.3,2.9,13.5,Danuel House,/players/h/houseda01.html,220,Texas A&M,78
2019-20,26,HOU,NBA,SF,63,52,1913,4.3,10.1,0.427,2.4,6.7,0.363,1.9,3.5,0.549,1.4,1.7,0.811,1.1,4,5,1.6,1.3,0.6,1,2.5,12.5,Danuel House,/players/h/houseda01.html,220,Texas A&M,78
2020-21,27,HOU,NBA,SF,36,23,932,4.2,10.5,0.404,2.1,6,0.346,2.2,4.5,0.483,1.6,2.4,0.651,0.7,4.4,5.1,2.7,0.8,0.6,1.4,2.6,12.2,Danuel House,/players/h/houseda01.html,220,Texas A&M,78
2016-17,31,ATL,NBA,C,74,74,2199,6.4,10,0.633,0,0,0,6.4,10,0.635,3.7,6.9,0.533,4.8,10.5,15.4,1.7,1,1.5,2.8,3.3,16.4,Dwight Howard,/players/h/howardw01.html,265,None,82
2017-18,32,CHO,NBA,C,81,81,2463,7.4,13.3,0.555,0,0.1,0.143,7.4,13.2,0.559,4.9,8.5,0.574,3.7,11.1,14.8,1.5,0.7,1.9,3,3.6,19.7,Dwight Howard,/players/h/howardw01.html,265,None,82
2018-19,33,WAS,NBA,C,9,9,230,6.7,10.8,0.623,0,0,0,6.7,10.8,0.623,4.5,7.5,0.604,3.8,9.2,13,0.6,1.1,0.6,2.5,5.3,18,Dwight Howard,/players/h/howardw01.html,265,None,82
2019-20,34,LAL,NBA,C,69,2,1306,5.6,7.6,0.729,0.1,0.1,0.6,5.5,7.5,0.732,3,5.9,0.514,4.7,9.2,14,1.2,0.9,2.2,2.3,6.1,14.3,Dwight Howard,/players/h/howardw01.html,265,None,82
2020-21,35,PHI,NBA,C,69,6,1196,5.4,9.1,0.587,0.2,0.6,0.25,5.2,8.5,0.611,3.6,6.3,0.576,5.7,11.7,17.5,1.8,0.9,1.9,3.4,6,14.5,Dwight Howard,/players/h/howardw01.html,265,None,82
2020-21,21,DEN,NBA,SG,37,1,205,7,18.6,0.377,3.2,11.4,0.277,3.9,7.2,0.537,1.2,1.6,0.778,0.2,3.5,3.7,3.2,0.7,0.2,3.2,4,18.4,Markus Howard,/players/h/howarma02.html,175,Marquette,70
2019-20,26,HOU,NBA,PF,2,0,13,0,11.1,0,0,11.1,0,0,0,0,0,0,0,0,5.5,5.5,2.8,0,0,2.8,2.8,0,William Howard,/players/h/howarwi01.html,207,None,80
2016-17,33,LAL,NBA,PG,23,1,237,3.8,10.3,0.368,0.6,2.9,0.211,3.2,7.4,0.429,1.4,2.6,0.529,0.3,3.3,3.6,7.9,1.5,0.3,2.9,2.4,9.6,Marcelo Huertas,/players/h/huertma01.html,200,None,75
2018-19,20,ATL,NBA,SG,75,59,2048,4.8,11.5,0.419,2.4,6.2,0.385,2.4,5.3,0.457,0.7,1,0.732,1.1,3.3,4.3,3.8,1.1,0.4,1.9,2.7,12.8,Kevin Huerter,/players/h/huertke01.html,190,Maryland,79
2019-20,21,ATL,NBA,SG,56,48,1760,5.2,12.5,0.413,2.6,6.8,0.38,2.6,5.6,0.453,1.1,1.3,0.828,0.7,3.9,4.7,4.4,1,0.6,1.8,2.8,14,Kevin Huerter,/players/h/huertke01.html,190,Maryland,79
2020-21,22,ATL,NBA,SG,69,49,2126,5.4,12.4,0.432,2.4,6.5,0.363,3,5.8,0.51,0.8,1.1,0.781,0.6,3.3,3.9,4.1,1.4,0.3,1.3,2.8,13.9,Kevin Huerter,/players/h/huertke01.html,190,Maryland,79
2016-17,25,OKC,NBA,PF,2,0,31,7,12.8,0.545,2.3,4.6,0.5,4.6,8.1,0.571,0,1.2,0,4.6,5.8,10.5,3.5,0,3.5,0,0,16.3,Josh Huestis,/players/h/huestjo01.html,230,Stanford,79
2017-18,26,OKC,NBA,PF,69,10,982,2.2,6.7,0.33,1.2,4.2,0.287,1,2.5,0.403,0.2,0.7,0.3,1.5,4.4,5.9,0.7,0.5,1.6,1,3,5.8,Josh Huestis,/players/h/huestjo01.html,230,Stanford,79
2020-21,22,UTA,NBA,SF,18,0,64,5.6,16.9,0.333,4.5,12.9,0.348,1.1,3.9,0.286,1.7,2.3,0.75,0.6,4.5,5.1,3.4,0.6,0.6,3.4,0.6,17.4,Elijah Hughes,/players/h/hugheel01.html,215,East Carolina University,77
2018-19,21,ATL,NBA,C,5,1,56,3.9,13.5,0.286,1.9,7.1,0.273,1.9,6.4,0.3,0,0,0,2.6,4.5,7.1,0,0.6,0,0,4.5,9.6,Isaac Humphries,/players/h/humphis01.html,255,Kentucky,84
2016-17,31,ATL,NBA,PF,56,4,689,4.5,11.2,0.407,1,2.8,0.352,3.6,8.4,0.425,3.3,4.3,0.78,3.1,7.6,10.8,1.5,0.8,1.1,1.5,3.6,13.4,Kris Humphries,/players/h/humphkr01.html,235,Minnesota,81
2019-20,22,ATL,NBA,SF,63,62,2018,5,12.2,0.41,1.9,5.4,0.355,3.1,6.8,0.454,2,2.6,0.764,0.8,4.3,5.1,2,0.8,0.3,1.8,3.2,13.9,De'Andre Hunter,/players/h/huntede01.html,225,Virginia,80
2020-21,23,ATL,NBA,SF,23,19,678,6.4,13.2,0.484,1.6,5,0.326,4.7,8.1,0.582,3.9,4.5,0.859,0.9,4.9,5.8,2.3,1,0.6,1.5,3.1,18.3,De'Andre Hunter,/players/h/huntede01.html,225,Virginia,80
2016-17,23,CHI,NBA,SG,3,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,R.J. Hunter,/players/h/hunterj01.html,185,Georgia State University,77
2017-18,24,HOU,NBA,SG,5,1,45,5.6,16,0.35,2.4,11.2,0.214,3.2,4.8,0.667,1.6,1.6,1,0,4,4,2.4,2.4,0,1.6,5.6,15.2,R.J. Hunter,/players/h/hunterj01.html,185,Georgia State University,77
2018-19,25,BOS,NBA,SG,1,0,26,8.3,18,0.462,5.5,13.8,0.4,2.8,4.2,0.667,1.4,2.8,0.5,1.4,2.8,4.2,4.2,1.4,0,0,4.2,23.5,R.J. Hunter,/players/h/hunterj01.html,185,Georgia State University,77
2017-18,23,MEM,NBA,PF,4,0,7,15.4,25.7,0.6,0,0,0,15.4,25.7,0.6,0,0,0,10.3,5.1,15.4,0,0,5.1,5.1,0,30.9,Vince Hunter,/players/h/huntevi01.html,208,Texas-El Paso,80
2018-19,22,CHI,NBA,SF,44,14,895,3.9,8.4,0.459,0.6,2,0.28,3.3,6.4,0.516,0.9,1.5,0.605,1.2,6.2,7.4,1.4,0.9,0.2,1,2.4,9.2,Chandler Hutchison,/players/h/hutchch01.html,210,Boise State,78
2019-20,23,CHI,NBA,SF,28,10,527,5.5,12,0.457,0.8,2.6,0.316,4.6,9.4,0.496,3.1,5.3,0.59,1.2,6.1,7.4,1.8,1.8,0.5,1.8,3.2,14.9,Chandler Hutchison,/players/h/hutchch01.html,210,Boise State,78
2020-21,24,TOT,NBA,SF,25,1,346,4.1,10.7,0.379,0.8,2.3,0.364,3.2,8.4,0.383,2.2,2.6,0.84,0.6,7.5,8.1,1.8,1.2,0.5,2.1,3.4,11.1,Chandler Hutchison,/players/h/hutchch01.html,210,Boise State,78
2016-17,27,TOT,NBA,PF,79,79,2422,7,14.6,0.48,1.8,4.7,0.391,5.2,9.9,0.522,1.6,1.9,0.856,1.9,6.1,8,1.1,0.6,1.8,1.6,3.2,17.4,Serge Ibaka,/players/i/ibakase01.html,235,None,82
2017-18,28,TOR,NBA,PF,76,76,2093,6.5,13.5,0.483,1.8,5.1,0.36,4.7,8.4,0.559,1.6,2,0.797,1.3,6.9,8.2,1.1,0.5,1.7,1.5,3.6,16.5,Serge Ibaka,/players/i/ibakase01.html,235,None,82
2018-19,29,TOR,NBA,C,74,51,2010,8.3,15.7,0.529,0.9,3,0.29,7.4,12.7,0.586,2.4,3.2,0.763,2.8,8,10.8,1.8,0.5,1.8,2,3.8,19.9,Serge Ibaka,/players/i/ibakase01.html,235,None,82
2019-20,30,TOR,NBA,C,55,27,1485,8.3,16.2,0.512,1.7,4.4,0.385,6.6,11.8,0.559,2.2,3,0.718,2.8,8.2,11,1.9,0.7,1.1,2.6,3.7,20.5,Serge Ibaka,/players/i/ibakase01.html,235,None,82
2020-21,31,LAC,NBA,C,41,39,955,7,13.8,0.51,1.5,4.3,0.339,5.5,9.4,0.588,1.6,2,0.811,2.8,7.6,10.4,2.8,0.3,1.8,1.7,2.9,17.1,Serge Ibaka,/players/i/ibakase01.html,235,None,82
2016-17,33,GSW,NBA,SF,76,0,1998,3.9,7.5,0.528,1.2,3.2,0.362,2.8,4.3,0.651,1.3,1.8,0.706,0.9,4.6,5.5,4.7,1.4,0.7,1,1.7,10.3,Andre Iguodala,/players/i/iguodan01.html,215,Arizona,78
2017-18,34,GSW,NBA,SF,64,7,1622,3.3,7.1,0.463,0.7,2.6,0.282,2.6,4.5,0.567,1.2,1.9,0.632,1.1,4.4,5.5,4.7,1.2,0.8,1.5,2.2,8.5,Andre Iguodala,/players/i/iguodan01.html,215,Arizona,78
2018-19,35,GSW,NBA,SF,68,13,1578,3.4,6.9,0.5,1.1,3.3,0.333,2.3,3.6,0.652,0.9,1.5,0.582,1.1,4.7,5.7,4.9,1.4,1.2,1.2,2.2,8.9,Andre Iguodala,/players/i/iguodan01.html,215,Arizona,78
2019-20,36,MIA,NBA,SF,21,0,418,3.3,7.6,0.432,1.2,4,0.298,2.1,3.5,0.585,0.5,1.3,0.4,1.5,5.3,6.7,4.4,1.2,1.8,2.2,3,8.3,Andre Iguodala,/players/i/iguodan01.html,215,Arizona,78
2020-21,37,MIA,NBA,SF,63,5,1339,2.6,6.7,0.383,1.6,4.9,0.33,0.9,1.8,0.53,0.7,1,0.658,1,4.9,5.9,3.8,1.5,0.9,1.8,2.4,7.4,Andre Iguodala,/players/i/iguodan01.html,215,Arizona,78
2016-17,29,TOT,NBA,PF,82,52,2142,6.5,15,0.431,2.4,6.8,0.353,4.1,8.2,0.496,2.7,3.5,0.778,1.9,6.2,8.1,2.4,1,0.4,1.9,3.5,18,Ersan İlyasova,/players/i/ilyaser01.html,235,None,81
2017-18,30,TOT,NBA,PF,69,43,1729,5.8,12.8,0.452,1.9,5.3,0.36,3.9,7.5,0.517,2.2,2.8,0.778,2.5,6,8.4,1.9,1.3,0.5,1.5,3.3,15.6,Ersan İlyasova,/players/i/ilyaser01.html,235,None,81
2018-19,31,MIL,NBA,PF,67,7,1231,4.9,11.1,0.438,1.7,4.7,0.363,3.2,6.5,0.493,1.8,2.2,0.824,2.7,6.1,8.8,1.5,0.9,0.6,1.4,5,13.2,Ersan İlyasova,/players/i/ilyaser01.html,235,None,81
2019-20,32,MIL,NBA,PF,63,8,986,5.3,11.4,0.466,1.8,5,0.365,3.5,6.4,0.545,2.6,3.2,0.828,2.3,8.8,11,1.8,0.9,0.6,1.2,3.5,15.1,Ersan İlyasova,/players/i/ilyaser01.html,235,None,81
2020-21,33,UTA,NBA,PF,17,1,148,5.1,13.1,0.389,4.4,10,0.439,0.7,3.2,0.231,1.2,1.2,1,1.7,5.4,7.1,1,2.4,0.7,1.9,7.1,15.8,Ersan İlyasova,/players/i/ilyaser01.html,235,None,81
2016-17,29,UTA,NBA,SF,82,26,1972,3.7,8.2,0.452,2.2,5.1,0.441,1.5,3.1,0.471,0.9,1.2,0.735,0.4,4.3,4.8,4.1,1.8,0.1,2,3,10.6,Joe Ingles,/players/i/inglejo01.html,220,None,80
